,Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,"MonthlyIncome_(990.01, 2908.0]","MonthlyIncome_(2908.0, 4807.0]","MonthlyIncome_(4807.0, 6706.0]","MonthlyIncome_(6706.0, 8605.0]","MonthlyIncome_(8605.0, 10504.0]","MonthlyIncome_(10504.0, 12403.0]","MonthlyIncome_(12403.0, 14302.0]","MonthlyIncome_(14302.0, 16201.0]","MonthlyIncome_(16201.0, 18100.0]","MonthlyIncome_(18100.0, 19999.0]",OverTime_No,OverTime_Yes
330,0,50,11,3,3,3,5,2,3,15,3,2,0,21,5,3,5,4,4,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
331,0,48,10,3,4,2,5,2,4,12,3,4,0,29,3,3,22,10,12,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
332,0,33,5,4,3,2,1,4,1,13,3,3,1,2,2,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
333,0,52,11,4,4,3,2,3,8,20,4,2,1,9,3,3,5,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
334,0,46,2,4,2,3,5,1,3,12,3,4,0,22,2,2,2,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
335,0,34,10,4,3,4,2,4,1,13,3,1,1,9,3,3,9,7,7,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
336,1,33,29,4,1,2,2,3,1,22,4,2,0,14,4,3,13,7,3,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
337,0,28,2,3,4,2,1,4,1,12,3,2,1,2,2,3,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
338,0,41,7,2,2,4,1,3,1,13,3,3,0,10,3,3,10,6,0,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
339,0,43,2,4,1,3,2,4,1,20,4,3,1,7,5,3,7,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
340,0,35,1,3,4,2,1,1,1,19,3,2,0,3,3,3,3,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
341,0,31,2,4,4,3,3,3,1,19,3,1,1,10,5,2,10,8,9,6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
342,0,38,2,3,4,2,1,2,1,22,4,2,0,4,3,3,4,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
343,0,33,1,3,2,2,2,4,0,14,3,1,0,6,3,3,5,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
344,0,44,2,1,2,3,3,3,5,18,3,2,0,16,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
345,0,24,11,2,1,4,2,3,0,18,3,4,1,5,5,2,4,2,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
346,1,41,20,2,2,3,1,2,1,22,4,4,0,4,5,2,4,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
347,0,41,1,3,3,3,2,1,0,17,3,4,1,10,2,3,9,3,1,7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
348,0,47,3,3,4,3,4,3,9,12,3,4,2,28,2,2,22,2,11,13,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
349,0,34,19,3,3,3,2,2,4,13,3,3,2,15,2,4,11,8,5,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
350,0,42,3,3,3,4,2,4,2,13,3,2,1,17,1,2,5,3,1,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
351,0,37,1,4,1,3,3,4,2,18,3,1,2,15,2,3,5,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
352,0,36,4,2,4,3,2,2,7,13,3,2,3,18,3,3,4,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
353,0,43,11,3,1,3,3,3,1,17,3,2,1,10,1,3,10,9,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
354,0,33,25,3,2,3,2,3,1,12,3,1,1,10,3,2,10,7,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
355,1,31,16,4,1,3,3,3,2,13,3,1,3,10,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
356,0,31,2,1,4,1,1,4,1,11,3,3,3,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
357,1,55,13,4,1,4,4,3,6,17,3,3,0,24,2,2,19,7,3,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
358,0,32,29,4,3,2,1,2,1,13,3,3,0,6,3,3,6,2,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
359,1,37,6,4,3,3,1,1,4,22,4,4,0,7,3,3,3,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
360,0,30,9,3,3,3,2,4,0,19,3,4,0,12,2,1,11,9,4,7,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
361,0,24,13,2,4,3,1,2,1,13,3,3,1,1,2,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
362,0,26,1,2,1,1,1,4,3,14,3,1,1,5,2,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
363,1,34,6,1,2,3,1,1,2,11,3,3,0,8,2,3,4,2,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
364,0,23,4,1,3,3,1,2,1,13,3,3,0,3,3,1,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
365,0,33,8,4,3,3,2,3,0,12,3,4,0,6,3,3,5,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
366,0,34,2,4,3,3,1,3,6,18,3,4,1,6,3,3,4,3,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
367,0,51,3,3,1,3,3,3,2,11,3,4,0,15,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
368,0,59,3,3,3,4,1,1,4,20,4,1,3,12,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
369,0,31,8,5,1,3,4,2,3,11,3,3,0,9,3,4,3,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
370,0,26,29,2,1,3,2,3,5,12,3,1,2,8,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
371,0,32,19,3,4,1,3,3,3,13,3,3,1,10,2,1,4,3,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
372,0,27,19,3,4,2,1,1,1,11,3,1,2,7,3,3,7,7,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
373,0,40,26,2,3,2,2,4,3,13,3,4,1,16,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
374,0,46,8,4,4,2,2,1,8,23,4,1,3,19,2,3,16,13,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
375,0,53,5,3,3,3,5,3,4,11,3,4,1,26,3,2,14,13,4,8,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
376,0,35,25,4,3,3,3,3,1,11,3,3,1,16,3,2,16,10,10,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
377,0,34,28,3,4,2,2,3,1,21,4,4,2,8,2,3,8,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
378,0,39,18,2,1,3,2,3,0,11,3,1,0,9,6,3,8,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
379,1,36,9,3,4,2,1,3,0,17,3,1,1,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
380,0,29,10,3,3,2,2,3,9,11,3,3,0,8,2,3,5,2,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
381,0,36,6,2,2,3,2,2,6,20,4,4,2,7,0,3,3,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
382,0,27,4,3,2,3,1,3,1,19,3,3,0,1,2,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
383,0,35,28,3,2,4,2,3,1,17,3,4,2,10,3,2,10,9,6,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
384,0,30,7,4,3,3,2,3,1,13,3,1,3,10,4,2,10,7,8,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
385,1,45,2,3,1,1,5,2,2,16,3,1,0,26,2,3,24,10,1,11,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
386,1,28,12,1,3,3,1,4,1,11,3,4,0,1,4,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
387,0,34,2,4,4,2,1,3,3,12,3,3,1,14,3,3,7,3,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
388,0,45,20,3,4,3,2,3,8,15,3,3,0,8,3,3,5,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
389,0,51,1,4,1,2,3,1,3,20,4,3,0,23,1,2,13,12,12,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
390,1,46,21,2,4,3,2,2,4,22,4,4,1,13,2,4,9,7,3,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
391,0,42,2,3,4,3,3,4,2,14,3,3,1,24,3,1,20,8,13,9,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
392,1,31,20,3,1,3,3,3,3,12,3,1,0,12,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
393,0,46,2,4,4,3,2,4,2,11,3,3,1,12,3,2,6,3,1,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
394,0,40,4,1,4,3,5,3,1,14,3,2,1,21,2,3,20,8,9,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
395,0,36,3,3,3,3,2,2,4,12,3,4,0,10,2,3,8,0,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
396,0,50,29,4,2,2,4,3,0,15,3,2,1,28,2,3,27,10,15,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
397,0,30,7,3,3,3,1,3,1,13,3,2,2,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
398,0,34,5,2,2,2,2,4,1,14,3,3,1,15,3,4,15,10,4,13,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
399,0,54,10,3,3,3,2,1,6,19,3,4,0,9,3,3,5,2,1,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
400,0,57,29,3,1,2,4,4,3,12,3,3,1,32,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
401,0,33,16,3,3,3,2,4,1,25,4,3,1,7,2,3,6,5,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
402,0,51,6,2,2,2,1,3,0,14,3,2,0,8,6,2,7,0,7,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
403,0,41,14,3,1,3,1,3,4,12,3,1,1,13,2,3,9,8,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
404,1,21,10,3,3,2,1,1,1,13,3,1,0,1,6,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
405,0,50,17,5,4,2,3,1,5,15,3,3,3,19,3,3,14,11,1,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
406,1,21,1,1,1,2,1,2,1,11,3,3,0,3,3,3,3,2,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
407,0,33,15,2,2,3,2,4,0,13,3,1,1,10,6,3,9,7,8,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
408,0,38,3,4,2,3,2,4,8,12,3,3,0,19,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
409,0,45,20,2,3,3,4,4,0,14,3,2,0,21,2,3,20,7,4,10,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
410,0,47,25,3,1,3,3,3,2,23,4,2,0,25,3,3,17,14,12,11,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
411,0,45,2,2,1,2,4,4,9,23,4,4,1,22,1,3,20,8,11,8,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
412,0,40,1,4,1,3,1,4,8,19,3,3,2,8,3,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
413,0,41,23,2,4,3,3,3,3,16,3,4,0,21,2,3,2,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
414,0,53,2,3,3,2,3,2,2,12,3,1,1,30,2,3,15,7,6,12,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
415,0,50,2,3,3,3,4,3,5,16,3,4,0,30,3,3,4,3,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
416,0,39,2,3,4,2,2,4,8,11,3,3,2,13,2,3,5,4,0,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
417,0,30,16,1,2,3,1,4,1,12,3,2,1,10,2,2,10,0,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
418,0,28,29,1,3,1,2,2,1,14,3,2,2,8,2,2,8,6,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
419,0,40,10,4,4,4,1,3,3,13,3,3,1,10,3,3,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
420,0,30,7,1,4,3,1,2,0,14,3,1,0,4,3,3,3,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
421,0,35,2,4,4,3,2,1,2,11,3,1,1,16,2,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
422,0,44,20,3,4,3,1,2,1,13,3,3,0,6,3,2,5,2,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
423,0,35,18,5,2,3,3,1,1,22,4,4,1,9,3,2,9,8,1,8,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
424,0,25,3,1,3,3,2,1,1,18,3,4,0,5,3,3,5,3,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
425,0,37,1,3,4,2,2,4,1,13,3,2,1,14,2,2,14,8,3,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
426,0,52,1,2,4,3,4,4,2,15,3,2,1,26,2,2,9,8,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
427,0,34,20,3,3,4,1,3,0,17,3,4,0,2,5,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
428,0,38,1,3,3,3,3,3,4,14,3,4,0,10,4,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
429,0,22,8,1,2,1,1,1,1,15,3,1,1,4,3,2,4,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
430,0,40,14,3,3,2,5,3,1,14,3,1,0,21,2,4,20,7,4,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
431,0,36,10,4,2,3,3,4,1,14,3,4,0,10,3,2,10,3,9,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
432,0,39,13,4,3,2,4,2,6,13,3,4,2,21,4,3,19,9,15,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
433,0,26,1,1,1,2,1,3,1,13,3,3,2,5,5,3,5,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
434,0,25,8,2,1,3,2,3,0,22,4,2,1,6,3,2,5,3,0,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
435,0,36,8,4,1,3,2,4,4,13,3,4,2,12,3,3,7,7,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
436,0,38,7,4,4,2,2,4,0,20,4,1,0,8,2,3,7,7,0,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
437,0,44,1,5,1,3,2,3,7,12,3,3,1,11,4,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
438,0,31,1,1,3,3,2,1,1,12,3,3,1,4,1,3,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
439,1,31,13,4,2,3,2,1,2,17,3,3,0,9,2,1,3,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
440,0,27,3,1,4,4,2,4,1,20,4,2,2,6,3,3,6,5,0,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
441,0,56,7,3,4,1,3,4,4,11,3,1,0,37,3,2,6,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
